CAD.CDW.ID,CAD.Event.Number,General.Offense.Number,Event.Clearance.Code,Event.Clearance.Description,Event.Clearance.SubGroup,Event.Clearance.Group,MM,DD,YYYY,TIME,Hundred.Block.Location,District.Sector,Zone.Beat,Census.Tract,Longitude,Latitude,Incident.Location,Initial.Type.Description,Initial.Type.Subgroup,Initial.Type.Group,At.Scene.Time
63935,10000316450,2010316450,062,BICYCLE THEFT,THEFT,BIKE,09,09,2010,07:40:00,6XX BLOCK OF N 62ND ST,J,J1,3500.2009,-122.350675586,47.673874558,(47.673874558, -122.350675586),,,,
64155,10000316784,2010316784,062,BICYCLE THEFT,THEFT,BIKE,09,10,2010,12:12:00,143XX BLOCK OF 32ND AVE NE,L,L1,100.4000,-122.2938204,47.732859337,(47.732859337, -122.2938204),,,,
64791,10000311190,2010311190,062,BICYCLE THEFT,THEFT,BIKE,09,05,2010,03:08:00,3XX BLOCK OF N 39TH ST,J,J2,4900.3003,-122.354976434,47.654152673,(47.654152673, -122.354976434),,,,
65738,10000318730,2010318730,062,BICYCLE THEFT,THEFT,BIKE,09,11,2010,04:59:00,59XX BLOCK OF 39TH AVE S,S,S1,10300.3008,-122.283375781,47.547873931,(47.547873931, -122.283375781),,,,
66154,10000319291,2010319291,062,BICYCLE THEFT,THEFT,BIKE,09,12,2010,03:30:00,6XX BLOCK OF PINE ST,M,M2,8200.1006,-122.334817771,47.61236845,(47.61236845, -122.334817771),,,,
66582,10000320072,2010320072,062,BICYCLE THEFT,THEFT,BIKE,09,12,2010,07:14:00,5XX BLOCK OF E PIKE ST,E,E2,8400.1013,-122.32498608,47.614091488,(47.614091488, -122.32498608),,,,
1658773,16000029367,201629367,062,BICYCLE THEFT,THEFT,BIKE,01,25,2016,03:17:31,65XX BLOCK OF 4 AV NE,J,J3,3600.4011,-122.325294,47.676872,(47.676872, -122.325294),BURG - COMM BURGLARY (INCLUDES SCHOOLS),BURGLARY,COMMERCIAL BURGLARIES,
66622,10000320142,2010320142,062,BICYCLE THEFT,THEFT,BIKE,09,12,2010,07:11:00,40XX BLOCK OF 15TH AVE NE,U,U2,5302.1008,-122.312142641,47.655657765,(47.655657765, -122.312142641),,,,
67011,10000320844,2010320844,062,BICYCLE THEFT,THEFT,BIKE,09,13,2010,11:12:00,17XX BLOCK OF N NORTHLAKE WAY,J,J3,5400.2023,-122.336362305,47.646878825,(47.646878825, -122.336362305),,,,
67020,10000320858,2010320858,062,BICYCLE THEFT,THEFT,BIKE,09,13,2010,12:04:00,4XX BLOCK OF BOYLSTON AVE E,E,E1,7400.2002,-122.323067103,47.622568017,(47.622568017, -122.323067103),,,,
67088,10000320750,2010320750,062,BICYCLE THEFT,THEFT,BIKE,09,13,2010,10:05:00,9XX BLOCK OF N 71ST ST,J,J1,2800.3008,-122.346231249,47.680305736,(47.680305736, -122.346231249),,,,
67401,10000321297,2010321297,062,BICYCLE THEFT,THEFT,BIKE,09,13,2010,05:20:00,4XX BLOCK OF E PINE ST,E,E2,8400.1012,-122.325857635,47.615216755,(47.615216755, -122.325857635),,,,
67484,10000321455,2010321455,062,BICYCLE THEFT,THEFT,BIKE,09,13,2010,08:20:00,1XX BLOCK OF SENECA ST,M,M3,8100.1031,-122.336989231,47.606353776,(47.606353776, -122.336989231),,,,
67939,10000322074,2010322074,062,BICYCLE THEFT,THEFT,BIKE,09,14,2010,10:04:00,9XX BLOCK OF 11TH AVE E,C,C1,6500.2016,-122.318043545,47.627625936,(47.627625936, -122.318043545),,,,
68097,10000322286,2010322286,062,BICYCLE THEFT,THEFT,BIKE,09,14,2010,01:04:00,6XX BLOCK OF W BERTONA ST,Q,Q2,5900.1024,-122.365893092,47.65049366,(47.65049366, -122.365893092),,,,
68152,10000322272,2010322272,062,BICYCLE THEFT,THEFT,BIKE,09,14,2010,01:17:00,47XX BLOCK OF 42ND AVE SW,W,W2,10500.6005,-122.385483015,47.560210049,(47.560210049, -122.385483015),,,,
68171,10000322500,2010322500,062,BICYCLE THEFT,THEFT,BIKE,09,14,2010,03:48:00,105XX BLOCK OF 13TH AVE NW,B,B1,1400.5006,-122.372752949,47.706202539,(47.706202539, -122.372752949),,,,
68817,10000323464,2010323464,062,BICYCLE THEFT,THEFT,BIKE,09,15,2010,11:06:00,62XX BLOCK OF 7TH AVE NW,B,B3,3400.3004,-122.365063431,47.675080916,(47.675080916, -122.365063431),,,,
68773,10000323210,2010323210,062,BICYCLE THEFT,THEFT,BIKE,09,15,2010,04:55:00,66XX BLOCK OF ROOSEVELT WAY NE,U,U1,2600.3007,-122.31737824,47.676918865,(47.676918865, -122.31737824),,,,
69021,10000323549,2010323549,062,BICYCLE THEFT,THEFT,BIKE,09,15,2010,01:22:00,12XX BLOCK OF EASTLAKE AVE E,D,D2,6600.2008,-122.326641291,47.6313418,(47.6313418, -122.326641291),,,,
69126,10000323913,2010323913,062,BICYCLE THEFT,THEFT,BIKE,09,15,2010,05:03:00,40XX BLOCK OF 9TH AVE NE,U,U2,5200.2002,-122.318803008,47.655933311,(47.655933311, -122.318803008),,,,
69133,10000323971,2010323971,062,BICYCLE THEFT,THEFT,BIKE,09,15,2010,06:17:00,13XX BLOCK OF 6TH AVE,K,K1,8200.1014,-122.333098121,47.60965503,(47.60965503, -122.333098121),,,,
69145,10000323792,2010323792,062,BICYCLE THEFT,THEFT,BIKE,09,15,2010,04:40:00,16XX BLOCK OF 11TH AVE,C,C2,7500.5008,-122.318168851,47.615838399,(47.615838399, -122.318168851),,,,
69625,10000324445,2010324445,062,BICYCLE THEFT,THEFT,BIKE,09,16,2010,04:50:00,XX BLOCK OF N 135TH ST,N,N1,401.3000,-122.347862718,47.726862549,(47.726862549, -122.347862718),,,,
69824,10000324919,2010324919,062,BICYCLE THEFT,THEFT,BIKE,09,16,2010,03:18:00,1XX BLOCK OF WARREN AVE N,D,D1,7100.2017,-122.354142695,47.619180298,(47.619180298, -122.354142695),,,,
69931,10000324928,2010324928,062,BICYCLE THEFT,THEFT,BIKE,09,16,2010,03:26:00,1XX BLOCK OF 11TH AVE,E,E3,8600.3011,-122.318101802,47.603102442,(47.603102442, -122.318101802),,,,
69975,10000325132,2010325132,062,BICYCLE THEFT,THEFT,BIKE,09,16,2010,06:57:00,7XX BLOCK OF S PORTLAND ST,F,F1,11200.2002,-122.324135882,47.533388517,(47.533388517, -122.324135882),,,,
70529,10000325889,2010325889,062,BICYCLE THEFT,THEFT,BIKE,09,17,2010,11:19:00,20XX BLOCK OF 6TH AVE,M,M2,7200.1059,-122.338964341,47.614775783,(47.614775783, -122.338964341),,,,
70880,10000326368,2010326368,062,BICYCLE THEFT,THEFT,BIKE,09,17,2010,05:20:00,74XX BLOCK OF LINDEN AVE N,J,J1,2800.2008,-122.34638528,47.682936463,(47.682936463, -122.34638528),,,,
72053,10000328523,2010328523,062,BICYCLE THEFT,THEFT,BIKE,09,19,2010,04:29:00,122XX BLOCK OF DAYTON AVE N,B,B1,402.4002,-122.352916938,47.718687204,(47.718687204, -122.352916938),,,,
72184,10000328911,2010328911,062,BICYCLE THEFT,THEFT,BIKE,09,20,2010,12:47:00,105XX BLOCK OF MIDVALE AVE N,N,N2,1300.4001,-122.343344668,47.705963408,(47.705963408, -122.343344668),,,,
72451,10000328448,2010328448,062,BICYCLE THEFT,THEFT,BIKE,09,19,2010,06:41:00,3XX BLOCK OF NW 42ND ST,J,J2,4800.2021,-122.361341362,47.657767915,(47.657767915, -122.361341362),,,,
72476,10000328628,2010328628,062,BICYCLE THEFT,THEFT,BIKE,09,19,2010,06:42:00,4XX BLOCK OF PONTIUS AVE N,D,D2,7300.1010,-122.331714888,47.622543849,(47.622543849, -122.331714888),,,,
72776,10000329651,2010329651,062,BICYCLE THEFT,THEFT,BIKE,09,20,2010,03:41:00,1XX BLOCK OF WESTLAKE AVE N,D,D2,7300.3016,-122.338479989,47.619119873,(47.619119873, -122.338479989),,,,
72899,10000329555,2010329555,062,BICYCLE THEFT,THEFT,BIKE,09,20,2010,04:19:00,18XX BLOCK OF FAIRVIEW AVE E,D,D2,6600.2001,-122.327553787,47.635931004,(47.635931004, -122.327553787),,,,
72956,10000329240,2010329240,062,BICYCLE THEFT,THEFT,BIKE,09,20,2010,09:20:00,81XX BLOCK OF FREMONT AVE N,B,B3,2800.5007,-122.349907356,47.688025363,(47.688025363, -122.349907356),,,,
73101,10000329740,2010329740,062,BICYCLE THEFT,THEFT,BIKE,09,20,2010,05:26:00,2XX BLOCK OF YALE AVE N,D,D2,7300.1020,-122.330420412,47.620244346,(47.620244346, -122.330420412),,,,
73675,10000330618,2010330618,062,BICYCLE THEFT,THEFT,BIKE,09,21,2010,12:28:00,16XX BLOCK OF SUMMIT AVE,E,E2,8400.1004,-122.325535942,47.615780239,(47.615780239, -122.325535942),,,,
74001,10000331024,2010331024,062,BICYCLE THEFT,THEFT,BIKE,09,21,2010,05:14:00,11XX BLOCK OF E CHERRY ST,E,E2,8600.2003,-122.317437108,47.608061044,(47.608061044, -122.317437108),,,,
74004,10000330921,2010330921,062,BICYCLE THEFT,THEFT,BIKE,09,21,2010,06:52:00,15XX BLOCK OF WESTLAKE AVE N,D,D1,6700.1001,-122.340524479,47.633593636,(47.633593636, -122.340524479),,,,
74123,10000331190,2010331190,062,BICYCLE THEFT,THEFT,BIKE,09,21,2010,08:40:00,7XX BLOCK OF OLIVE WAY,M,M2,8200.1002,-122.33461677,47.613826046,(47.613826046, -122.33461677),,,,
74625,10000332132,2010332132,062,BICYCLE THEFT,THEFT,BIKE,09,22,2010,03:18:00,22XX BLOCK OF NE 65TH ST,U,U1,2500.3012,-122.303277599,47.675775709,(47.675775709, -122.303277599),,,,
75157,10000332567,2010332567,062,BICYCLE THEFT,THEFT,BIKE,09,22,2010,08:35:00,40XX BLOCK OF LINDEN AVE N,J,J3,4900.2003,-122.348568185,47.656028999,(47.656028999, -122.348568185),,,,
75363,10000333147,2010333147,062,BICYCLE THEFT,THEFT,BIKE,09,23,2010,09:49:00,5XX BLOCK OF 15TH AVE E,C,C1,7600.4005,-122.312615051,47.623756495,(47.623756495, -122.312615051),,,,
75445,10000333071,2010333071,062,BICYCLE THEFT,THEFT,BIKE,09,23,2010,08:45:00,50XX BLOCK OF S FERDINAND ST,R,R3,10200.5001,-122.270056912,47.558243065,(47.558243065, -122.270056912),,,,
75916,10000333768,2010333768,062,BICYCLE THEFT,THEFT,BIKE,09,23,2010,09:02:00,85XX BLOCK OF GREENWOOD AVE N,B,B3,1700.3005,-122.355311398,47.691506782,(47.691506782, -122.355311398),,,,
76149,10000334228,2010334228,062,BICYCLE THEFT,THEFT,BIKE,09,24,2010,09:58:00,52XX BLOCK OF BALLARD AVE NW,J,J2,4700.5017,-122.38266633,47.665957389,(47.665957389, -122.38266633),,,,
76285,10000334619,2010334619,062,BICYCLE THEFT,THEFT,BIKE,09,24,2010,03:51:00,53XX BLOCK OF LEARY AVE NW,J,J2,4700.5016,-122.382243464,47.666769341,(47.666769341, -122.382243464),,,,
76685,10000335028,2010335028,062,BICYCLE THEFT,THEFT,BIKE,09,24,2010,09:57:00,13XX BLOCK OF E PIKE ST,C,C2,7500.4013,-122.314877031,47.61411753,(47.61411753, -122.314877031),,,,
77277,10000335586,2010335586,062,BICYCLE THEFT,THEFT,BIKE,09,25,2010,04:32:00,20XX BLOCK OF 3RD AVE,M,M2,7200.1066,-122.341542601,47.612782411,(47.612782411, -122.341542601),,,,
77336,10000335828,2010335828,062,BICYCLE THEFT,THEFT,BIKE,09,25,2010,05:12:00,5XX BLOCK OF DENNY WAY,M,M1,7200.2005,-122.345841026,47.618564145,(47.618564145, -122.345841026),,,,
77950,10000336841,2010336841,062,BICYCLE THEFT,THEFT,BIKE,09,26,2010,02:22:00,52XX BLOCK OF BROOKLYN AVE NE,U,U3,4400.4002,-122.314168862,47.667499673,(47.667499673, -122.314168862),,,,
78044,10000336680,2010336680,062,BICYCLE THEFT,THEFT,BIKE,09,26,2010,05:59:00,8XX BLOCK OF VIRGINIA ST,D,D2,7300.3022,-122.336165513,47.616053297,(47.616053297, -122.336165513),,,,
78963,10000338286,2010338286,062,BICYCLE THEFT,THEFT,BIKE,09,27,2010,05:35:00,4XX BLOCK OF UNIVERSITY ST,K,K1,8100.2014,-122.334311582,47.608460261,(47.608460261, -122.334311582),,,,
79501,10000339148,2010339148,062,BICYCLE THEFT,THEFT,BIKE,09,28,2010,09:59:00,32XX BLOCK OF S EDMUNDS ST,R,R2,10300.4007,-122.290153846,47.558666979,(47.558666979, -122.290153846),,,,
79678,10000339305,2010339305,062,BICYCLE THEFT,THEFT,BIKE,09,28,2010,12:55:00,38XX BLOCK OF S EDMUNDS ST,R,R3,10300.5006,-122.284455045,47.558653228,(47.558653228, -122.284455045),,,,
80347,10000340458,2010340458,062,BICYCLE THEFT,THEFT,BIKE,09,29,2010,08:41:00,28XX BLOCK OF WESTERN AVE,M,M1,8001.3013,-122.352887459,47.615971089,(47.615971089, -122.352887459),,,,
80579,10000340942,2010340942,062,BICYCLE THEFT,THEFT,BIKE,09,29,2010,04:44:00,5XX BLOCK OF 3RD AVE,K,K2,8100.2036,-122.331082201,47.602412413,(47.602412413, -122.331082201),,,,
80745,10000340933,2010340933,062,BICYCLE THEFT,THEFT,BIKE,09,29,2010,04:17:00,7XX BLOCK OF JAMES ST,D,D3,8500.3000,-122.326414975,47.604857598,(47.604857598, -122.326414975),,,,
80852,10000340878,2010340878,062,BICYCLE THEFT,THEFT,BIKE,09,29,2010,05:28:00,7XX BLOCK OF 8TH AVE,D,D3,8500.1018,-122.326839797,47.606161296,(47.606161296, -122.326839797),,,,
81243,10000341715,2010341715,062,BICYCLE THEFT,THEFT,BIKE,09,30,2010,08:43:00,15XX BLOCK OF NW 53RD ST,J,J2,4700.4000,-122.377551045,47.667164791,(47.667164791, -122.377551045),,,,
82123,10000343062,2010343062,062,BICYCLE THEFT,THEFT,BIKE,10,01,2010,09:05:00,61XX BLOCK OF NE RADFORD DR,L,L3,4100.1006,-122.259922997,47.674124371,(47.674124371, -122.259922997),,,,
82127,10000342961,2010342961,062,BICYCLE THEFT,THEFT,BIKE,10,01,2010,07:35:00,64XX BLOCK OF 31ST AVE SW,F,F1,10700.4004,-122.371168557,47.544946894,(47.544946894, -122.371168557),,,,
82455,10000343568,2010343568,062,BICYCLE THEFT,THEFT,BIKE,10,01,2010,05:53:00,47XX BLOCK OF BROOKLYN AVE NE,U,U3,5301.2001,-122.314224054,47.664004061,(47.664004061, -122.314224054),,,,
83146,10000344603,2010344603,062,BICYCLE THEFT,THEFT,BIKE,10,02,2010,11:44:00,52XX BLOCK OF BALLARD AVE NW,J,J2,4700.5017,-122.38266633,47.665957389,(47.665957389, -122.38266633),,,,
83353,10000344794,2010344794,062,BICYCLE THEFT,THEFT,BIKE,10,02,2010,03:17:00,7XX BLOCK OF OLIVE WAY,D,M2,8200.1002,-122.33461677,47.613826046,(47.613826046, -122.33461677),,,,
1659093,16000029941,201629941,062,BICYCLE THEFT,THEFT,BIKE,01,26,2016,12:43:06,47XX BLOCK OF 9 AV NE,U,U2,5200.5000,-122.31839,47.663567,(47.663567, -122.31839),SUSPICIOUS PERSON, VEHICLE OR INCIDENT,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
84164,10000345964,2010345964,062,BICYCLE THEFT,THEFT,BIKE,10,03,2010,03:06:00,74XX BLOCK OF ROCKERY DR S,S,S2,11000.2006,-122.282486297,47.534010282,(47.534010282, -122.282486297),,,,
84217,10000345914,2010345914,062,BICYCLE THEFT,THEFT,BIKE,10,03,2010,02:55:00,13XX BLOCK OF 3RD AVE,K,K1,8100.2011,-122.336430194,47.608259702,(47.608259702, -122.336430194),,,,
84564,10000346383,2010346383,062,BICYCLE THEFT,THEFT,BIKE,10,03,2010,11:08:00,28XX BLOCK OF NW MARKET ST,B,B2,3200.3008,-122.393683654,47.668651397,(47.668651397, -122.393683654),,,,
85048,10000346954,2010346954,062,BICYCLE THEFT,THEFT,BIKE,10,04,2010,12:57:00,17XX BLOCK OF BROADWAY,E,E1,8400.1000,-122.320826476,47.616987304,(47.616987304, -122.320826476),,,,
85107,10000347234,2010347234,062,BICYCLE THEFT,THEFT,BIKE,10,04,2010,05:00:00,3XX BLOCK OF E REPUBLICAN ST,E,E1,7400.7004,-122.326892704,47.623133362,(47.623133362, -122.326892704),,,,
85390,10000347599,2010347599,062,BICYCLE THEFT,THEFT,BIKE,10,04,2010,09:41:00,43XX BLOCK OF 8TH AVE NE,U,U2,5200.5008,-122.3197773,47.660386561,(47.660386561, -122.3197773),,,,
85651,10000348027,2010348027,062,BICYCLE THEFT,THEFT,BIKE,10,05,2010,10:54:00,11XX BLOCK OF WESTLAKE AVE N,D,D1,6700.1000,-122.34098785,47.629481616,(47.629481616, -122.34098785),,,,
85760,10000348341,2010348341,062,BICYCLE THEFT,THEFT,BIKE,10,05,2010,02:46:00,7XX BLOCK OF 13TH AVE,E,E2,8600.1010,-122.31545356,47.608637295,(47.608637295, -122.31545356),,,,
85989,10000348717,2010348717,062,BICYCLE THEFT,THEFT,BIKE,10,05,2010,07:40:00,75XX BLOCK OF 6TH AVE NW,B,B3,2900.4003,-122.363330419,47.68363604,(47.68363604, -122.363330419),,,,
86501,10000349425,2010349425,062,BICYCLE THEFT,THEFT,BIKE,10,06,2010,09:24:00,3XX BLOCK OF NE LONGWOOD PL,J,J1,2700.2011,-122.324915068,47.684285554,(47.684285554, -122.324915068),,,,
87424,10000349859,2010349859,062,BICYCLE THEFT,THEFT,BIKE,10,06,2010,03:26:00,5XX BLOCK OF WALL ST,M,M1,7200.2004,-122.344881696,47.61768872,(47.61768872, -122.344881696),,,,
87455,10000349988,2010349988,062,BICYCLE THEFT,THEFT,BIKE,10,06,2010,05:12:00,8XX BLOCK OF 12TH AVE,E,E2,8600.2001,-122.316779661,47.609810803,(47.609810803, -122.316779661),,,,
87569,10000349834,2010349834,062,BICYCLE THEFT,THEFT,BIKE,10,06,2010,02:53:00,4XX BLOCK OF PINE ST,M,M2,8100.2001,-122.337320426,47.611321241,(47.611321241, -122.337320426),,,,
87736,10000350861,2010350861,062,BICYCLE THEFT,THEFT,BIKE,10,07,2010,12:41:00,30XX BLOCK OF BEACON AVE S,O,O1,10000.5017,-122.309516725,47.576072202,(47.576072202, -122.309516725),,,,
87861,10000351270,2010351270,062,BICYCLE THEFT,THEFT,BIKE,10,07,2010,04:57:00,20XX BLOCK OF S FERDINAND ST,R,R2,10400.7001,-122.305835214,47.558053792,(47.558053792, -122.305835214),,,,
88452,10000352039,2010352039,062,BICYCLE THEFT,THEFT,BIKE,10,08,2010,09:02:00,23XX BLOCK OF 6TH AVE,M,M2,7200.2000,-122.342864758,47.617082943,(47.617082943, -122.342864758),,,,
88504,10000352261,2010352261,062,BICYCLE THEFT,THEFT,BIKE,10,08,2010,03:12:00,26XX BLOCK OF CALIFORNIA AVE SW,W,W1,9800.8002,-122.386583566,47.580252743,(47.580252743, -122.386583566),,,,
88628,10000347435,2010347435,062,BICYCLE THEFT,THEFT,BIKE,10,04,2010,07:21:00,3XX BLOCK OF W OLYMPIC PL,Q,Q3,7000.6008,-122.361914804,47.626735419,(47.626735419, -122.361914804),,,,
89342,10000353379,2010353379,062,BICYCLE THEFT,THEFT,BIKE,10,09,2010,12:51:00,77XX BLOCK OF 39TH AVE S,S,S2,11000.2007,-122.283298219,47.532442314,(47.532442314, -122.283298219),,,,
90075,10000354764,2010354764,062,BICYCLE THEFT,THEFT,BIKE,10,10,2010,03:49:00,42XX BLOCK OF 9TH AVE NE,U,U2,5200.2001,-122.318791565,47.65848703,(47.65848703, -122.318791565),,,,
90964,10000355627,2010355627,062,BICYCLE THEFT,THEFT,BIKE,10,11,2010,12:53:00,5XX BLOCK OF PIKE ST,K,K1,8200.1004,-122.335017881,47.610909012,(47.610909012, -122.335017881),,,,
91032,10000356102,2010356102,062,BICYCLE THEFT,THEFT,BIKE,10,11,2010,06:29:00,43XX BLOCK OF 8TH AVE NE,U,U2,5200.1003,-122.3197773,47.660386561,(47.660386561, -122.3197773),,,,
91045,10000356002,2010356002,062,BICYCLE THEFT,THEFT,BIKE,10,11,2010,04:39:00,12XX BLOCK OF 6TH AVE S,K,K3,9300.2024,-122.325969113,47.591351426,(47.591351426, -122.325969113),,,,
91987,10000357371,2010357371,062,BICYCLE THEFT,THEFT,BIKE,10,12,2010,05:59:00,5XX BLOCK OF WESTLAKE AVE N,D,D1,7200.1014,-122.338440841,47.623880758,(47.623880758, -122.338440841),,,,
92150,10000357608,2010357608,062,BICYCLE THEFT,THEFT,BIKE,10,13,2010,12:03:00,15XX BLOCK OF BROADWAY,E,E2,8400.1016,-122.32078951,47.614655489,(47.614655489, -122.32078951),,,,
92756,10000358241,2010358241,062,BICYCLE THEFT,THEFT,BIKE,10,13,2010,02:09:00,123XX BLOCK OF LAKE CITY WAY NE,L,L2,700.3000,-122.295833481,47.718263726,(47.718263726, -122.295833481),,,,
92814,10000358618,2010358618,062,BICYCLE THEFT,THEFT,BIKE,10,13,2010,04:57:00,6XX BLOCK OF UNION ST,D,D3,8200.1015,-122.333001392,47.610381997,(47.610381997, -122.333001392),,,,
92879,10000358657,2010358657,062,BICYCLE THEFT,THEFT,BIKE,10,13,2010,06:11:00,6XX BLOCK OF S KING ST,K,K2,9100.2006,-122.325711258,47.598352858,(47.598352858, -122.325711258),,,,
93066,10000358946,2010358946,062,BICYCLE THEFT,THEFT,BIKE,10,13,2010,10:15:00,20XX BLOCK OF W DRAVUS ST,Q,Q1,5802.1000,-122.382669745,47.648456915,(47.648456915, -122.382669745),,,,
94287,10000359848,2010359848,062,BICYCLE THEFT,THEFT,BIKE,10,14,2010,03:49:00,10XX BLOCK OF VALLEY ST,D,D2,6600.2016,-122.336469332,47.625787129,(47.625787129, -122.336469332),,,,
94386,10000361191,2010361191,062,BICYCLE THEFT,THEFT,BIKE,10,15,2010,03:42:00,13XX BLOCK OF REPUBLICAN ST,D,D2,7300.1005,-122.329795548,47.623125079,(47.623125079, -122.329795548),,,,
94829,10000361542,2010361542,062,BICYCLE THEFT,THEFT,BIKE,10,15,2010,09:26:00,10XX BLOCK OF 4TH AVE,K,K1,8100.2020,-122.333235576,47.606444572,(47.606444572, -122.333235576),,,,
95244,10000362227,2010362227,062,BICYCLE THEFT,THEFT,BIKE,10,16,2010,01:07:00,3XX BLOCK OF PIKE ST,K,K1,8100.2009,-122.337238175,47.609981889,(47.609981889, -122.337238175),,,,
95371,10000362131,2010362131,062,BICYCLE THEFT,THEFT,BIKE,10,16,2010,12:48:00,74XX BLOCK OF ROCKERY DR S,S,S2,11000.2006,-122.282486297,47.534010282,(47.534010282, -122.282486297),,,,
95411,10000362546,2010362546,062,BICYCLE THEFT,THEFT,BIKE,10,16,2010,07:02:00,52XX BLOCK OF 12TH AVE NE,U,U3,4400.4002,-122.315204536,47.667504097,(47.667504097, -122.315204536),,,,
95762,10000363134,2010363134,062,BICYCLE THEFT,THEFT,BIKE,10,17,2010,03:28:00,7XX BLOCK OF N 94TH ST,N,N2,1800.3003,-122.348639228,47.696874214,(47.696874214, -122.348639228),,,,
96484,10000363676,2010363676,062,BICYCLE THEFT,THEFT,BIKE,10,18,2010,01:10:00,7XX BLOCK OF N 94TH ST,N,N2,1800.3003,-122.348639228,47.696874214,(47.696874214, -122.348639228),,,,
97239,10000365209,2010365209,062,BICYCLE THEFT,THEFT,BIKE,10,19,2010,02:22:00,9XX BLOCK OF STEWART ST,D,D2,7300.2009,-122.334006714,47.615948597,(47.615948597, -122.334006714),,,,
97284,10000365213,2010365213,062,BICYCLE THEFT,THEFT,BIKE,10,19,2010,02:44:00,86XX BLOCK OF AURORA AVE N,N,N2,1800.2007,-122.344534835,47.691649488,(47.691649488, -122.344534835),,,,
97428,10000365513,2010365513,062,BICYCLE THEFT,THEFT,BIKE,10,19,2010,11:40:00,13XX BLOCK OF N 88TH ST,N,N2,1800.2009,-122.341853497,47.692361121,(47.692361121, -122.341853497),,,,
97626,10000365834,2010365834,062,BICYCLE THEFT,THEFT,BIKE,10,19,2010,03:42:00,14XX BLOCK OF ALASKAN WAY,M,M3,8100.1027,-122.342353366,47.607665979,(47.607665979, -122.342353366),,,,
97646,10000365569,2010365569,062,BICYCLE THEFT,THEFT,BIKE,10,19,2010,12:56:00,16XX BLOCK OF E CHERRY ST,G,G1,8700.3005,-122.31088858,47.608034054,(47.608034054, -122.31088858),,,,
97689,10000365825,2010365825,062,BICYCLE THEFT,THEFT,BIKE,10,19,2010,03:30:00,29XX BLOCK OF WESTERN AVE,M,M1,8001.3004,-122.35402758,47.616643611,(47.616643611, -122.35402758),,,,
98334,10000366697,2010366697,062,BICYCLE THEFT,THEFT,BIKE,10,20,2010,10:18:00,15XX BLOCK OF NW 53RD ST,J,J2,4700.4000,-122.377551045,47.667164791,(47.667164791, -122.377551045),,,,
99121,10000367516,2010367516,062,BICYCLE THEFT,THEFT,BIKE,10,20,2010,09:15:00,41XX BLOCK OF FREMONT AVE N,J,J2,4900.4008,-122.349964472,47.657200567,(47.657200567, -122.349964472),,,,
99127,10000367213,2010367213,062,BICYCLE THEFT,THEFT,BIKE,10,20,2010,05:13:00,45XX BLOCK OF 8TH AVE NE,U,U2,5200.5004,-122.319560818,47.662222033,(47.662222033, -122.319560818),,,,
99279,10000368025,2010368025,062,BICYCLE THEFT,THEFT,BIKE,10,21,2010,10:10:00,12XX BLOCK OF 1ST AVE S,K,K3,9300.2016,-122.334194979,47.591353941,(47.591353941, -122.334194979),,,,
99550,10000368651,2010368651,062,BICYCLE THEFT,THEFT,BIKE,10,21,2010,07:54:00,15XX BLOCK OF 5TH AVE,K,K1,8200.1004,-122.336029062,47.611174927,(47.611174927, -122.336029062),,,,
99555,10000368455,2010368455,062,BICYCLE THEFT,THEFT,BIKE,10,21,2010,04:30:00,14XX BLOCK OF ALASKAN WAY,M,M3,8100.1027,-122.342353366,47.607665979,(47.607665979, -122.342353366),,,,
99971,10000369192,2010369192,062,BICYCLE THEFT,THEFT,BIKE,10,22,2010,07:31:00,11XX BLOCK OF E PINE ST,C,C2,7500.4006,-122.317506801,47.615259164,(47.615259164, -122.317506801),,,,
101703,10000371709,2010371709,062,BICYCLE THEFT,THEFT,BIKE,10,24,2010,01:52:00,44XX BLOCK OF LETITIA AVE S,R,R1,10100.4012,-122.28918314,47.563461257,(47.563461257, -122.28918314),,,,
101817,10000371918,2010371918,062,BICYCLE THEFT,THEFT,BIKE,10,24,2010,03:32:00,11XX BLOCK OF E PINE ST,C,C2,7500.4006,-122.317506801,47.615259164,(47.615259164, -122.317506801),,,,
102204,10000372541,2010372541,062,BICYCLE THEFT,THEFT,BIKE,10,25,2010,07:48:00,82XX BLOCK OF CORLISS AVE N,J,J1,2700.6001,-122.331049785,47.689522225,(47.689522225, -122.331049785),,,,
102452,10000372931,2010372931,062,BICYCLE THEFT,THEFT,BIKE,10,25,2010,03:44:00,55XX BLOCK OF 8TH AVE NW,B,B3,4700.1012,-122.366178439,47.669041925,(47.669041925, -122.366178439),,,,
102588,10000373240,2010373240,062,BICYCLE THEFT,THEFT,BIKE,10,25,2010,07:54:00,14XX BLOCK OF 12TH AVE,E,E2,7500.4012,-122.316784619,47.613496502,(47.613496502, -122.316784619),,,,
102630,10000373241,2010373241,062,BICYCLE THEFT,THEFT,BIKE,10,25,2010,08:06:00,14XX BLOCK OF 12TH AVE,E,E2,7500.4012,-122.316784619,47.613496502,(47.613496502, -122.316784619),,,,
102661,10000373189,2010373189,062,BICYCLE THEFT,THEFT,BIKE,10,25,2010,06:32:00,71XX BLOCK OF FAUNTLEROY WAY SW,W,W3,11600.6003,-122.391092462,47.538820553,(47.538820553, -122.391092462),,,,
